Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
resourceFishBaitDesc,items,item,,,"Fish Trap Bait can only be added to an empty Fish Trap when the player is fully under water. It will attract aquatic life. Water currents may also bring in unexpected items.",,"Fischfallen-Köder können nur in eine leere Fischfalle gelegt werden, wenn der Spieler vollständig unter Wasser ist. Es wird Wasserlebewesen anlocken. Wasserströmungen können auch unerwartete Gegenstände anlocken.",,,,,,,,,,,
FishTrapEmpty,blocks,Block,,,Fish Trap,,Fischfalle (benötigt Köder),,,,,,,,,,,
FishTrapEmptyDesc,blocks,Block,,,"Place the Fish Trap under water. Add Fish Trap Bait with your secondary action while fully under water to bait the trap. Over time, it will catch aquatic life. Water currents may also bring in unexpected items. Leave at least a 2 block gap over the top just like with plants.",,"Stellen Sie die Fischfalle unter Wasser. Fügen Sie den Köder für die Fischfalle mit Ihrer zweiten Aktion hinzu, während Sie vollständig unter Wasser sind, um die Falle zu ködern. Mit der Zeit fängt es Wasserlebewesen ein. Wasserströmungen können auch unerwartete Gegenstände anlocken. Lassen Sie wie bei Pflanzen einen Abstand von mindestens 2 Blöcken darüber.",,,,,,,,,,,
FishTrapBaited,blocks,Block,,,[66ff00]Baited Stage,,[66ff00]Geköderte Bühne,,,,,,,,,,,
FishTrapLoot,blocks,Block,,,[66ff00]Ready for Gathering,,[66ff00]Bereit zum Einsammeln,,,,,,,,,,,
resourceRope,items,item,,,Rope,,Seil,,,,,,,,,,,
resourceRopeDesc,items,item,,,"Rope can be used in recipes as a crafting item.",,"Seile können in Rezepten als Handwerksgegenstand verwendet werden.",,,,,,,,,,,
resourceHook,items,item,,,Fish Trap Bait Hook,,Fischreuse Köderhaken,,,,,,,,,,,
resourceHookDesc,items,item,,,"Fish Trap Bait Hooks are used to craft Fish Trap Bait.",,"Fischreusen-Köderhaken werden zur Herstellung von Fischreusen-Ködern verwendet.",,,,,,,,,,,
terrWaterPOI,blocks,Block,,,Fish Trap Water,,Fischfallenwasser,,,,,,,,,,,
terrWaterFishTrapDesc,blocks,Block,,,"Use Fish Trap Water blocks to rapidly fill your Fish Trap farm pool.",,"Verwenden Sie Fischfallen-Wasserblöcke, um Ihren Fischfallen-Farmpool schnell zu füllen.",,,,,,,,,,,
cntFishTrapWaterCollector,blocks,block,,,Fish Trap Water Collector,,Fischfalle-Wassersammler,,,,,,,,,,,
cntFishTrapWaterCollectorDesc,blocks,Block,,,"Collects Fish Trap Water at an accelerated rate to fill your Fish Trap farm pool.\n\nRepair with Scrap Polymers, and destroy to receive a Water Filter.",,"Sammelt Fischfallenwasser mit beschleunigter Geschwindigkeit, um den Pool Ihrer Fischfalle-Farm zu füllen.\n\nMit Polymerschrott reparieren und zerstören, um einen Wasserfilter zu erhalten.",,,,,,,,,,,
resourceWaterFilterDesc,items,item,,,"A component used in the crafting of a Dew Collector or Fish Trap Water Collector.",,"Eine Komponente, die bei der Herstellung eines Tausammlers oder eines Fischfallen-Wassersammlers verwendet wird.",,,,,,,,,,,
xuiDewCollector,UI,XUI,,,Water Collector,,Wassersammler,,,,,,,,,,,

screamQueenPrepperstandIV,blocks,Block,,,Prepper Screamer I.V. Stand,,Prepper Screamer Infusionsständer,,,,,,,,,,,
screamQueenPrepperstandIVDesc,blocks,Block,,,"This Prepper Screamer I.V. Stand is placed on a surface to attract Screamers and their Minions. The more you place, the more frequently they appear. Use in moderation.",,"Dieser Prepper Screamer Infusionsständer wird auf einer Oberfläche platziert, um Schreier und ihre Schergen anzulocken. Je mehr Sie platzieren, desto häufiger erscheinen sie. In Maßen verwenden.",,,,,,,,,,,
RockDrillEmpty,blocks,Block,,,Prepper Rock Drill,,Prepper Rock Drill,,,,,,,,,,,
RockDrillEmptyDesc,blocks,Block,,,"The Prepper Rock Drill allows players to drill for random resources. Upon completion of a drill cycle, players can access the storage box to collect resources. Requires a Prepper Drill Gas Can to power.",,"Der Prepper Rock Drill ermöglicht es den Spielern, nach zufälligen Rohstoffen zu bohren. Nach Abschluss eines Bohrzyklus können die Spieler auf die Lagerbox zugreifen, um Ressourcen zu sammeln. Benötigt einen Prepper-Bohrer-Gaskanister zum Betreiben.",,,,,,,,,,,
RockDrillWorking,blocks,Block,,,Prepper Rock Drill (Drilling Stage),,Prepper Rock Drill (Bohrstufe),,,,,,,,,,,
RockDrillFull,blocks,Block,,,Prepper Rock Drill (Collection Stage),,Prepper Rock Drill (Sammelstufe),,,,,,,,,,,
DrillGasCan,items,Item,,,Prepper Drill Gas Can,,Prepper Drill Gas Kann,,,,,,,,,,,
DrillGasCanDesc,items,Item,,,"The Prepper Drill Gas Can allows players to power the Prepper Rock Drill for one complete drill cycle.",,"Mit dem Prepper Drill Gas Kann können die Spieler den Prepper Rock Drill für einen kompletten Bohrzyklus betreiben.",,,,,,,,,,,

glassClearBulletproofBlockVariantHelper,blocks,block,,,Clear Bulletproof Glass Block,,Klarer kugelsicherer Glasblock,,,,,,,,,,,
glassClearBulletproofCTRPlate,blocks,block,,,Clear Bulletproof Glass Plate Centered,,Klare kugelsichere Glasplatte zentriert,,,,,,,,,,,
glassClearBulletproofPlate,blocks,block,,,Clear Bulletproof Glass Plate,,Klare kugelsichere Glasplatte,,,,,,,,,,,
glassClearBulletproofBlock,blocks,block,,,Clear Bulletproof Glass Block,,Klarer kugelsicherer Glasblock,,,,,,,,,,,
glassClearBulletproofRamp,blocks,block,,,Clear Bulletproof Glass Ramp,,Klare kugelsichere Glasrampe,,,,,,,,,,,
glassClearBulletproofPlateCurved,blocks,block,,,Clear Bulletproof Glass Curved Plate,,Klares kugelsicheres Glas Gebogene Platte,,,,,,,,,,,

crushedCars01WhiteVariantHelper,blocks,Block,,,Prepper Crushed Car Defences,,Prepper Zerquetschte Autoverteidigungen,,,,,,,,,,,
playerWoodBurningPrepperStove,blocks,Block,,,Wood Burning Prepper Stove,,Holzbefeuerter Prepper-Ofen,,,,,,,,,,,
playerWoodBurningPrepperStoveDesc,blocks,Block,,,"This Wood Burning Prepper Stove provides an alternative cooking source to the campfire.",,"Dieser holzbefeuerte Prepper-Ofen bietet eine alternative Kochquelle zum Lagerfeuer.",,,,,,,,,,,
resourceCementMixerConcreteBundle,items,Item,,,Stack of Concrete Mix (1000),,Stapel Betonmischung (1000),,,,,,,,,,,
resourceCementMixerConcreteBundleDesc,items,Item,,,"This is a compact stack of concrete mix. 'Open' this item to open and unpack it. This stack of concrete uses 20% less resources than the same amount in single units.",,"Dies ist ein kompakter Stapel Betonmischung. 'Öffnen' Sie diesen Artikel, um ihn zu öffnen und auszupacken. Dieser Betonstapel verbraucht 20 % weniger Ressourcen als die gleiche Menge in einzelnen Einheiten.",,,,,,,,,,,
LogWallsVariantHelper,blocks,block,,,Large Wood Walls,,Große Holzwände,,,,,,,,,,,
banditWallCorrugatedVariantHelper,blocks,Block,,,Bandit - Corrugated Wall,,Bandit - Wellwand,,,,,,,,,
banditPlatformVariantHelper,blocks,Block,,,Bandit - Ramps and Platforms,,Bandit – Rampen und Plattformen,,,,,,,,,
chainLinkFencePOIVariantHelper,blocks,Block,,,Chain Link Fence,,Maschendraht – Zaun,,,,,,,,,
barbedWireSpindleVariantHelper,blocks,Block,,,Barbed Wire Spindle,,Stacheldrahtspindel,,,,,,,,,
chainlinkDoorGateVariantHelper,blocks,Block,,,Chain Link Doors,,Türen mit Kettengliedern,,,,,,,,,

resourceSeasonedWoodLogs,items,Item,,,Wood Logs (Seasoned),,Holzscheite (Abgelagerte ),,,,,,,,,,,
resourceSeasonedWoodLogsDesc,items,Item,,,"Seasoned Wood Logs have a longer burn time than regular Wood Logs.",,"Abgelagerte Holzscheite haben eine längere Brenndauer als normale Holzscheite.",,,,,,,,,,,
resourceSteelNail,items,Item,,,Steel Nails,,Stahlnägel,,,,,,,,,,,
resourceSteelNailDesc,items,Item,,,"Steel nails are used for... shooting at zombies. Steel nails are stronger than regular nails and cause more entity damage.",,"Stahlnägel werden verwendet, um ... auf Zombies zu schießen. Stahlnägel sind stärker als normale Nägel und verursachen mehr Körperschaden.",,,,,,,,,,,
meleeWpnClubT1CanCanBat,items,Melee,,,Can Can Bat,,Can-Can-Schläger,,,,,,,,,,,
meleeWpnClubT1CanCanBatDesc,items,Melee,,,"This Can Can Bat can do what a Can Can Bat can do. Cannot be crafted. Can only be found in loot, rewards, or the trader inventory.\n\nRepair with a Repair Kit.\nScrap to Wood.",,"Dieser Can-Can-Schläger kann das tun, was ein Can-Can-Schläger kann. Kann nicht hergestellt werden. Kann nur als Beute, als Belohnung oder im Inventar des Händlers gefunden werden.\n\nMit einem Reparaturset reparieren.\nAuf Holz verschrotten.",,,,,,,,,,,
meleeWpnKnucklesT3SteelOakravenBristonKnuckles,items,Melee,,,Doctor Prepper,,,,,,,,,,,,,
meleeWpnKnucklesT3SteelOakravenBristonKnucklesDesc,items,Melee,,,"Doctor Prepper Knuckles (AKA Briston's Pistons) are custom made from Damascus Steel. Their coloration and pattern come from a one in a kind hand crafting process, by the legendary Oakraven. Can only be found in loot, rewards, or the trader inventory. These blades can also be useful for gutting animals, or performing invasive surgery.\n\nRepair with a Repair Kit.\nScrap to Steel Knuckles parts.",,,,,,,,,,,,,
meleeWpnClubT1Pot,items,Melee,,,Simple Cooking Pot,,Einfacher Kochtopf,,,,,,,,,,,
meleeWpnClubT1PotDesc,items,Melee,,,"This pot was used in Granny's kitchen for making stock, but sometimes doubled as a weapon to scare away the strays.\nRepair with a Repair Kit.\nScrap to Scrap Iron.",,"Sein Topf wurde in Omas Küche zum Zubereiten von Brühe verwendet, aber manchmal diente er auch als Waffe, um die Streuner zu verscheuchen.\nReparieren mit einem Reparaturset.\nSchrott zu Alteisen.",,,,,,,,,,,
meleeWpnClubT3Pan,items,Melee,,,High Grade Steel Pan,,Pfanne aus hochwertigem Stahl,,,,,,,,,,,
meleeWpnClubT3PanDesc,items,Melee,,,"This pan is blessed with strength and sharp edges.\n\nRepair with a Repair Kit.\nScrap to Scrap Iron.",,"Diese Pfanne ist mit Stärke und scharfen Kanten gesegnet.\n\nReparatur mit einem Reparaturset.\nSchrott zu Alteisen.",,,,,,,,,,,
gunRifleT2LeverActionRifleSwissVetterli,items,Gun,,,Swiss Vetterli Rifle,,Schweizerisch Vetterligewehr,,,,,,,,,,,
gunRifleT2LeverActionRifleSwissVetterliDesc,items,Gun,,,"This restored Swiss Vetterli Rifle has been customised to chamber a centrefire cartridge; namely .44mm ammo. It is a cross between a Winchester and an early generation Assault Rifle.",,"Dieses restaurierte Schweizer Vetterli-Gewehr wurde für die Kammer einer Zentralfeuerpatrone umgebaut; nämlich .44mm Munition. Es ist eine Kreuzung zwischen einem Winchester und einem Sturmgewehr der frühen Generation.",,,,,,,,,,,
ammoRocketFire,items,Ammo,,,Rocket Fire (Ammo),,Feuer-Rakete (Munition),,,,,,,,,,,
ammoRocketFireDesc,items,Ammo,,,"A rocket fire used as rocket launcher ammunition can be crafted at a forge and workbench once you've gained the perk.",,"Eine Feuerrakete als Munition für einen Raketenwerfer kann in einer Schmiede auf einer Werkbank gefertigt werden, sobald du die Eigenschaft erworben hast.",,,,,,,,,,,
ammo44MagnumBulletSilver,items,Ammo,,,Silver Vetterli .44 Magnum Ammo,,Silber Vetterligewehr .44-Magnum-Munition,,,,,,,,,,,
ammo44MagnumBulletSilverDesc,items,Ammo,,,"Silver Vetterli .44 Magnum Ammo is only used in the Swiss Vetterli rifle. Crafted on the Prepper Ammo Press. It is a highly penetrative round for extreme occasions.",,"Silberne Vetterli .44 Magnum-Munition wird nur im Schweizer Vetterli-Gewehr verwendet. Hergestellt mit der Prepper Munitionspresse. Es handelt sich um eine äußerst durchschlagskräftige Patrone für extreme Gelegenheiten.",,,,,,,,,,,
ammoBundle44MagnumBulletSilver,items,Ammo,,,Box of Silver Vetterli .44 Magnum Ammo (13),,Kiste mit Ag Vetterligewehr .44-Magnum-Munition (13),,,,,,,,,,,
ammoBundle44MagnumBulletSilverDesc,items,Ammo,,,"Silver Vetterli .44 Magnum Ammo is only used in the Swiss Vetterli rifle. Crafted on the Prepper Ammo Press. It is a highly penetrative round for extreme occasions.",,"Silberne Vetterli .44 Magnum-Munition wird nur im Schweizer Vetterli-Gewehr verwendet. Hergestellt mit der Prepper Munitionspresse. Es handelt sich um eine äußerst durchschlagskräftige Patrone für extreme Gelegenheiten.",,,,,,,,,,,

CactusTrap,blocks,Block,,,Trap - Cactus,,Falle - Kaktus,,,,,,,,,,,
CactusTrapDesc,blocks,Block,,,"This Cactus Trap can be placed on a surface. It will damage both zombies and players with bleed damage. Can be repaired and picked up.",,"Diese Kaktusfalle kann auf einer Oberfläche platziert werden. Es fügt sowohl Zombies als auch Spielern Blutungsschaden zu. Kann repariert und abgeholt werden.",,,,,,,,,,,
TarTrap,blocks,Block,,,Trap - Tar,,Falle - Teer,,,,,,,,,,,
TarTrapDesc,blocks,Block,,,"This Tar Trap can be placed on a surface. It will slow both zombies and players. Can be repaired and picked up.",,"Diese Teerfalle kann auf einer Oberfläche platziert werden. Es wird sowohl Zombies als auch Spieler verlangsamen. Kann repariert und abgeholt werden.",,,,,,,,,,,

AmmoPress,blocks,Workstation,,,Prepper Ammo Press,,Prepper Munitionspresse,,,,,,,,,,,
AmmoPressDesc,blocks,Block,,,"The Prepper Ammo Press allows players to craft ammunition in a compact standalone device. Bulk ammo crafts in half the time of the Workbench.",,"Mit der Prepper Munitionspresse können Spieler Munition in einem kompakten, eigenständigen Gerät herstellen. Massenmunition wird in der Hälfte der Zeit hergestellt, die man an der Werkbank benötigt.",,,,,,,,,,,
workstationsT3-2AP,progression,Attribute,,,Tier 2: Oakraven Ammo Press,,,,,,,,,,,,,
lblCategoryAmmoPress,UI,Tooltip,,,Ammo,,Munition,Munición,Munitions,Munizioni,弾薬,탄약,Amunicja,Munição,Боеприпасы,Mühimmat,弹药
lblCategoryAmmoPressRegularAmmo,UI,Tooltip,,,Regular Ammo,,,,,,,,,,,,,
lblCategoryAmmoPressHPAmmo,UI,Tooltip,,,HP Ammo,,,,,,,,,,,,,
lblCategoryAmmoPressAPAmmo,UI,Tooltip,,,AP Ammo,,,,,,,,,,,,,

animalZombieBunnyPREPPER,entityclasses,Entity,,,Bad Bunny,,,,,,,,,,,,,
animalZombieSnakePREPPER,entityclasses,Entity,,,Slithery Mutant Snake,,,,,,,,,,,,,
animalZombieChickenPREPPER,entityclasses,Entity,,,Battle Chicken,,,,,,,,,,,,,
animalBossZombieGracePREPPER,entityclasses,Entity,,,G.I. Grace,,,,,,,,,,,,,
animalZombieLargePlasmaVulturePREPPER,entityclasses,Entity,,,Large Plasma Zombie Vulture,,,,,,,,,,,,,
animalPaindeerPREPPER,entityclasses,Entity,,,Prepper Paindeer,,,,,,,,,,,,,
animalZombieMiniDogPrepper,entityclasses,Entity,,,Mini Zombie Dog,,,,,,,,,,,,,
animalZombieMiniVulturePrepper,entityclasses,Entity,,,Mini Zombie Vulture,,,,,,,,,,,,,
animalZombieEagle,entityclasses,Entity,,,Zombie Eagle,,,,,,,,,,,,,
zombieSpiderFeralBomberPREPPER,entityclasses,Entity,,,Spider Drone Pipe Bomber,,,,,,,,,,,,,
zombieSpiderFeralGliderPREPPER,entityclasses,Entity,,,Spider Glider Fire Starter,,,,,,,,,,,,,
zombieM60DemolitionPREPPER,entityclasses,Entity,,,M60 Demolition,,,,,,,,,,,,,
zombieSMGArlenePREPPER,entityclasses,Entity,,,SMG Arlene,,,,,,,,,,,,,
zombieSMGArleneRadiatedPREPPER,entityclasses,Entity,,,Radiated Weapon Zombie(s),,,,,,,,,,,,,
zombieTARifleSoldierPREPPER,entityclasses,Entity,,,Tactical Assault Rifle Soldier,,,,,,,,,,,,,
zombieTARifleSoldierRadiatedPREPPER,entityclasses,Entity,,,Radiated Tactical Assault Rifle Soldier,,,,,,,,,,,,,
zombieBatonHazmatPREPPER,entityclasses,Entity,,,Stun Baton Hazmat,,,,,,,,,,,,,
zombieBatonHazmatRadiatedPREPPER,entityclasses,Entity,,,Radiated Stun Baton Hazmat,,,,,,,,,,,,,
zombieSteelAxeLumberjackPREPPER,entityclasses,Entity,,,Steel Axe Lumberjack,,,,,,,,,,,,,
zombieSteelAxeLumberjackRadiatedPREPPER,entityclasses,Entity,,,Radiated Steel Axe Lumberjack,,,,,,,,,,,,,
zombieMachetePartyGirlPREPPER,entityclasses,Entity,,,Machete Party Girl,,,,,,,,,,,,,
zombieMachetePartyGirlRadiatedPREPPER,entityclasses,Entity,,,Radiated Machete Party Girl,,,,,,,,,,,,,
zombiePistolBusinessManPREPPER,entityclasses,Entity,,,Pistol Business Man,,,,,,,,,,,,,
zombiePistolBusinessManRadiatedPREPPER,entityclasses,Entity,,,Radiated Pistol Business Man,,,,,,,,,,,,,
zombieNailgunUtilityWorkerPREPPER,entityclasses,Entity,,,Nailgun Utility Worker,,,,,,,,,,,,,
zombieNailgunUtilityWorkerRadiatedPREPPER,entityclasses,Entity,,,Radiated Nailgun Utility Worker,,,,,,,,,,,,,
zombieSwissVetterliBoePREPPER,entityclasses,Entity,,,Swiss Vetterli Boe,,,,,,,,,,,,,
zombieSwissVetterliBoeRadiatedPREPPER,entityclasses,Entity,,,Radiated Swiss Vetterli Boe,,,,,,,,,,,,,
zombieChainsawMoePREPPER,entityclasses,Entity,,,Chainsaw Moe,,,,,,,,,,,,,
zombieChainsawMoeRadiatedPREPPER,entityclasses,Entity,,,Radiated Chainsaw Moe,,,,,,,,,,,,,
zombieDesertVultureTomClarkPREPPER,entityclasses,Entity,,,Desert Vulture Tom Clark,,,,,,,,,,,,,
zombieDesertVultureTomClarkRadiatedPREPPER,entityclasses,Entity,,,Radiated Desert Vulture Tom Clark,,,,,,,,,,,,,
zombiePumpShotgunBikerPREPPER,entityclasses,Entity,,,Pump Shotgun Biker,,,,,,,,,,,,,
zombiePumpShotgunBikerRadiatedPREPPER,entityclasses,Entity,,,Radiated Pump Shotgun Biker,,,,,,,,,,,,,
zombieBatonFatCopPREPPER,entityclasses,Entity,,,Baton Fat Cop,,,,,,,,,,,,,
zombieBatonFatCopRadiatedPREPPER,entityclasses,Entity,,,Radiated Baton Fat Cop,,,,,,,,,,,,,
zombieSteelClubFemaleFatPREPPER,entityclasses,Entity,,,Steel Club Momma,,,,,,,,,,,,,
zombieSteelClubFemaleFatRadiatedPREPPER,entityclasses,Entity,,,Radiated Steel Club Momma,,,,,,,,,,,,,
zombieBoltNursePREPPER,entityclasses,Entity,,,Bolt Nurse,,,,,,,,,,,,,
zombieBoltNurseRadiatedPREPPER,entityclasses,Entity,,,Radiated Bolt Nurse,,,,,,,,,,,,,
zombieSteelSledgehammerFatHawaiianPREPPER,entityclasses,Entity,,,Sledgehammer Tourist,,,,,,,,,,,,,
zombieSteelSledgehammerFatHawaiianRadiatedPREPPER,entityclasses,Entity,,,Radiated Sledgehammer Tourist,,,,,,,,,,,,,
zombieSteelPanMarlenePREPPER,entityclasses,Entity,,,Steel Pan Marlene,,,,,,,,,,,,,
zombieSteelPanMarleneRadiatedPREPPER,entityclasses,Entity,,,Radiated Steel Pan Marlene,,,,,,,,,,,,,
zombieWightRadiationShowerPREPPER,entityclasses,Entity,,,Radiation Shower Wight,,,,,,,,,,,,,
zombieBogeymanPREPPER,entityclasses,Entity,,,Radiation Shower Bogeyman,,,,,,,,,,,,,
zombieCrispyPREPPER,entityclasses,Entity,,,Wood Stove Walker,,,,,,,,,,,,,
zombieRocketPREPPER,entityclasses,Entity,,,Fragger,,,,,,,,,,,,,
zombieRocketRadiatedPREPPER,entityclasses,Entity,,,Boss Fragger,,,,,,,,,,,,,
zombieScorcherPREPPER,entityclasses,Entity,,,Scorcher,,,,,,,,,,,,,
zombieScorcherRadiatedPREPPER,entityclasses,Entity,,,Boss Scorcher,,,,,,,,,,,,,
zombieMiniSoldier,entityclasses,Entity,,,Mini Soldier,,,,,,,,,,,,,
zombieMiniSoldierFeral,entityclasses,Entity,,,Mini Feral Soldier,,,,,,,,,,,,,
zombieMiniSoldierRadiated,entityclasses,Entity,,,Mini Radiated Soldier,,,,,,,,,,,,,
zombieMiniDemolition,entityclasses,Entity,,,Mini Demolition,,,,,,,,,,,,,
zombieMiniTARifleSoldierPREPPER,entityclasses,Entity,,,Tactical Assault Rifle Mini Soldier,,,,,,,,,,,,,
zombieMiniTARifleSoldierRadiatedPREPPER,entityclasses,Entity,,,Tactical Assault Rifle Mini Radiated Soldier,,,,,,,,,,,,,
zombieBigNightBikerRadiated,entityclasses,Entity,,,Big Night Biker,,,,,,,,,,,,,
zombieBigNightWightRadiated,entityclasses,Entity,,,Big Night Wight,,,,,,,,,,,,,
zombieBigNightScreamerRadiated,entityclasses,Entity,,,Big Night Plasma Screamer,,,,,,,,,,,,,
zombieBigNightFatCopRadiated,entityclasses,Entity,,,Big Night Cop,,,,,,,,,,,,,
zombieArlene,entityclasses,Entity,,,Zombies,,,,,,,,,,,,,

loadingTipPrepperVehicles,UI,Loading Screen,x,,"The vehicles in Preppocalypse are slightly enhanced, with a little extra speed and better passage through water.",,"Die Fahrzeuge in Preppocalypse sind leicht verbessert, mit etwas mehr Geschwindigkeit und besserer Wasserdurchfahrt.",,,,,,,,,,,
loadingTipPrepperVehicles_title,UI,Loading Screen,x,,Vehicles,,Fahrzeuge,,,,,,,,,,,
loadingTipPrepperPOIs,UI,Loading Screen,x,,"Prepper POIs are typically built for adverse events, and can serve as a useful place to hunker down, or even start a long term base.",,"Prepper-POIs werden in der Regel für widrige Ereignisse gebaut und können als nützlicher Ort zum Verstecken oder sogar zum Aufbau einer langfristigen Basis dienen.",,,,,,,,,,,
loadingTipPrepperPOIs_title,UI,Loading Screen,x,,Prepper POIs,,Prepper POIs,,,,,,,,,,,
loadingTipPrepperInvisibleDye,UI,Loading Screen,x,,"Haidr'Gna dye makes a piece of armor or clothing invisible on your person. Goes into the cosmetic slot.",,"Haidr'Gna-Farbstoff macht ein Rüstungs- oder Kleidungsstück für Ihren Körper unsichtbar. Geht in den Kosmetikslot.",,,,,,,,,,,
loadingTipPrepperInvisibleDye_title,UI,Loading Screen,x,,Invisible Dye,,Unsichtbarer Farbstoff,,,,,,,,,,,
loadingTipPrepperOakMods,UI,Loading Screen,x,,"A number of Oakraven Collection Mods can be found in the Workbench crafting areas. They can enhance your comfort and survival.",,"Eine Reihe von Mods der Oakraven-Sammlung finden Sie in den Handwerksbereichen der Werkbank. Sie können Ihren Komfort und Ihr Überleben verbessern.",,,,,,,,,,,
loadingTipPrepperOakMods_title,UI,Loading Screen,x,,Oakraven Mods,,Oakraven Mods,,,,,,,,,,,
loadingTipPrepperRecipes,UI,Loading Screen,x,,"Preppers are renowned for their food preparation measures, and the campfire will offer a veritable feast of choices.",,"Prepper sind für ihre Methoden der Essenszubereitung bekannt und das Lagerfeuer bietet ein wahres Fest der Auswahl.",,,,,,,,,,,
loadingTipPrepperRecipes_title,UI,Loading Screen,x,,Recipes,,Rezepte,,,,,,,,,,,
loadingTipPrepperCommunityMods,UI,Loading Screen,x,,"Expanded player inventories, sustainable farming, lockable slots, higher stacking, and 3 slot forges are some of the Quality of Life mods integrated into Preppocalypse.",,"Erweiterte Spielerbestände, nachhaltige Landwirtschaft, abschließbare Slots, höheres Stapeln und 3-Slot-Schmieden sind einige der in Preppocalypse integrierten Quality of Life-Mods.",,,,,,,,,,,
loadingTipPrepperCommunityMods_title,UI,Loading Screen,x,,Community Mods,,Community-Mods,,,,,,,,,,,
loadingTipPrepperWanderingHordes,UI,Loading Screen,x,,"Wandering Hordes have grown, and are expected to pay a visit on a daily basis.",,"Die Wanderhorden sind gewachsen und es wird erwartet, dass sie ihnen täglich einen Besuch abstatten.",,,,,,,,,,,
loadingTipPrepperWanderingHordes_title,UI,Loading Screen,x,,Wandering Hordes,,Wandernde Horden,,,,,,,,,,,
loadingTipPrepperCustomMods,UI,Loading Screen,x,,"Expect to find additional mods such as the Speedy Running Shoes Mod that is attached to armor, and the Weapon Maintenance Mod, in loot and at the traders.",,"Erwarten Sie, dass Sie in der Beute und bei den Händlern zusätzliche Mods wie den „Speedy Running Shoes“-Mod finden, der an der Rüstung befestigt wird, und den „Weapon Maintenance“-Mod.",,,,,,,,,,,
loadingTipPrepperCustomMods_title,UI,Loading Screen,x,,Custom Mods,,Benutzerdefinierte Mods,,,,,,,,,,,
loadingTipPrepperToolsWeapons,UI,Loading Screen,x,,"A few tools and weapons will offer slight upgrades, such as faster reload and expanded magazine size.",,"Einige Werkzeuge und Waffen bieten leichte Verbesserungen, wie z. B. schnelleres Nachladen und größere Magazingröße.",,,,,,,,,,,
loadingTipPrepperToolsWeapons_title,UI,Loading Screen,x,,Tool and Weapon Upgrades,,Werkzeug- und Waffen-Upgrades,,,,,,,,,,,
loadingTipPrepperUltraTriathlete,UI,Loading Screen,x,,"Skill level 4 in Cardio? Become an Ultra Triathlete and sprint for greater distances before taking a breather.",,"Fähigkeitsstufe 4 im Cardio? Werden Sie Ultra-Triathlet und sprinten Sie über größere Distanzen, bevor Sie eine Verschnaufpause einlegen.",,,,,,,,,,,
loadingTipPrepperUltraTriathlete_title,UI,Loading Screen,x,,Ultra Triathlete,,Ultra-Triathlet,,,,,,,,,,,
loadingTipPrepperKnowledge,UI,Loading Screen,x,,"Prepper Strengths is found under the Strength Attribute tree, and can accelerate XP based on prior experience and knowledge.",,"Prepper-Stärken sind im Stärkeattributbaum zu finden und können XP basierend auf vorheriger Erfahrung und Kenntnissen beschleunigen.",,,,,,,,,,,
loadingTipPrepperKnowledge_title,UI,Loading Screen,x,,Prepper Strengths,,Prepper-Stärken,,,,,,,,,,,
loadingTipPrepperTraps,UI,Loading Screen,x,,"Preppers can place a sticky Tar Trap or Cactus Trap to impede the movement of hostiles. These traps can be crafted on the workbench. Repair them when damaged and pick them up to place them elsewhere.",,"Prepper können eine klebrige Teerfalle oder eine Kaktusfalle platzieren, um die Bewegung von Feinden zu behindern. Diese Fallen können auf der Werkbank hergestellt werden. Reparieren Sie sie, wenn sie beschädigt sind, und heben Sie sie auf, um sie woanders abzulegen.",,,,,,,,,,,
loadingTipPrepperTraps_title,UI,Loading Screen,x,,Prepper Traps,,Prepper-Fallen,,,,,,,,,,,
loadingTipPrepperATM,UI,Loading Screen,x,,"In addition to finding Old Cash in the ATMs, there is a small chance to find a 1 Skill Point Bond, and an even smaller chance to find 2.",,"Zusätzlich zum Auffinden von altem Bargeld an den Geldautomaten besteht eine geringe Chance, eine 1-Fähigkeitspunkt-Anleihe zu finden, und eine noch geringere Chance, 2 zu finden.",,,,,,,,,,,
loadingTipPrepperATM_title,UI,Loading Screen,x,,ATM Skill Point Bonds,,ATM-Fähigkeitspunkte-Anleihen,,,,,,,,,,,

quest_prepperstockpile01,items,Quest - Challenge,,,"Prepper Stockpile",,"Prepper-Vorrat",,,,,,,,,,,
quest_prepperstockpile01Desc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to restock. Follow the instructions to craft, collect, and place items in a progressive order. Earn XP, Items, and Skill Points at various stage points.\n\nThis Quest can only be completed once.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, Ihren Vorrat aufzufüllen. Befolgen Sie die Anweisungen zum Herstellen, Sammeln und Platzieren von Gegenständen in fortlaufender Reihenfolge. Verdiene XP, Gegenstände und Fertigkeitspunkte an verschiedenen Etappenpunkten.\n\nDiese Quest kann nur einmal abgeschlossen werden.",,,,,,,,,,,
quest_prepperstockpile02,items,Quest - Challenge,,,"Prepper Stockpile - 2",,"Prepper-Vorrat - 2",,,,,,,,,,,
quest_prepperstockpile02Desc,items,Quest - Challenge,,,"Prepper Stockpile - 2.",,"Prepper-Vorrat - 2.",,,,,,,,,,,
